investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,kyc_valid
INV003650,2024-10-27,119093,SIP,832,Telangana,Hyderabad,T30,46-55,Male,87.3,UPI,Verified,True
INV001587,2024-10-27,120841,SIP,4395,Punjab,Chandigarh,T30,26-35,Male,22.3,Net Banking,Verified,True
INV002378,2024-10-27,118632,SIP,44595,Haryana,Gurugram,T30,26-35,Male,12.1,Net Banking,Pending,True
INV000864,2024-10-27,119092,,160313,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Mandate,Verified,True
INV002383,2024-10-27,119093,,223392,Madhya Pradesh,Bhopal,B30,18-25,Female,3.2,UPI,Verified,True
INV003343,2024-10-27,102885,,392489,Telangana,Hyderabad,T30,36-45,Male,26.0,Mandate,Verified,True
INV002353,2024-10-27,100016,SIP,507,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,Verified,True
INV003480,2024-10-27,119552,,306291,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,UPI,Verified,True
INV000619,2024-10-27,101208,,506745,West Bengal,Kolkata,T30,26-35,Male,12.6,Net Banking,Pending,True
INV000881,2024-10-27,120505,,441624,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Net Banking,Pending,True
INV004356,2024-10-27,149323,SIP,1103,West Bengal,Kolkata,T30,36-45,Male,37.3,UPI,Verified,True
INV002290,2024-10-27,125498,SIP,1021,Gujarat,Ahmedabad,T30,36-45,Male,24.7,Net Banking,Verified,True
INV003140,2024-10-27,118636,SIP,4810,West Bengal,Kolkata,T30,26-35,Male,16.9,Mandate,Verified,True
INV000452,2024-10-27,118636,SIP,6360,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,UPI,Verified,True
INV004049,2024-10-27,119598,SIP,2811,Gujarat,Ahmedabad,T30,36-45,Male,31.1,Mandate,Pending,True
INV001284,2024-10-27,101206,,444013,West Bengal,Kolkata,T30,36-45,Male,49.0,Mandate,Verified,True
INV001779,2024-10-27,120505,SIP,15908,Telangana,Hyderabad,T30,36-45,Male,27.4,UPI,Verified,True
INV002022,2024-10-27,101207,,348633,Tamil Nadu,Coimbatore,B30,26-35,Male,6.8,Cheque,Verified,True
INV002415,2024-10-27,118632,,409508,West Bengal,Kolkata,T30,36-45,Male,13.9,UPI,Verified,True
INV000761,2024-10-27,100025,SIP,528,Rajasthan,Udaipur,B30,18-25,Female,7.5,Net Banking,Verified,True
INV000656,2024-10-27,120503,SIP,538,Gujarat,Surat,T30,18-25,Male,5.2,Net Banking,Verified,True
INV000699,2024-10-27,149322,SIP,7970,Rajasthan,Jaipur,T30,18-25,Male,7.7,Mandate,Verified,True
INV000163,2024-10-27,119551,SIP,589,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Cheque,Verified,True
INV000399,2024-10-27,102886,SIP,2121,Karnataka,Bangalore,T30,26-35,Male,14.3,Net Banking,Verified,True
INV001075,2024-10-27,118634,,135156,Punjab,Chandigarh,T30,26-35,Female,24.5,Cheque,Verified,True
INV000553,2024-10-27,120506,SIP,10108,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,Verified,True
INV001544,2024-10-27,102885,SIP,5161,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,Cheque,Verified,True
INV001854,2024-10-27,102885,,221062,Uttar Pradesh,Kanpur,B30,46-55,Male,67.3,UPI,Verified,True
INV003317,2024-10-27,119552,SIP,1141,Delhi,New Delhi,T30,18-25,Male,6.6,Mandate,Verified,True
INV004833,2024-10-27,118635,SIP,1013,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,Pending,True
INV001921,2024-10-27,119095,,188544,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified,True
INV002316,2024-10-27,100025,SIP,1836,Punjab,Amritsar,B30,26-35,Male,16.7,Net Banking,Verified,True
INV001917,2024-10-27,100033,,434982,Telangana,Hyderabad,T30,26-35,Male,22.9,Mandate,Verified,True
INV002694,2024-10-27,120843,SIP,8519,West Bengal,Kolkata,T30,26-35,Male,12.9,Cheque,Verified,True
INV000505,2024-10-27,125498,SIP,44527,Rajasthan,Jaipur,T30,36-45,Male,40.9,UPI,Verified,True
INV002400,2024-10-27,119094,,171508,Punjab,Chandigarh,T30,36-45,Male,15.5,Mandate,Pending,True
INV002400,2024-10-27,125498,SIP,11180,Punjab,Chandigarh,T30,36-45,Male,15.5,Net Banking,Verified,True
INV004925,2024-10-27,119551,SIP,2178,Maharashtra,Pune,T30,18-25,Female,5.4,Mandate,Verified,True
INV003851,2024-10-27,119094,SIP,59239,Karnataka,Bangalore,T30,46-55,Male,60.6,Cheque,Verified,True
INV003538,2024-10-27,120507,SIP,1617,Telangana,Hyderabad,T30,26-35,Male,14.4,Mandate,Verified,True
INV001180,2024-10-27,102886,,169026,Telangana,Hyderabad,T30,26-35,Male,10.5,UPI,Verified,True
INV004052,2024-10-27,149323,,304222,Uttar Pradesh,Agra,B30,26-35,Female,15.5,Net Banking,Verified,True
INV001694,2024-10-27,148568,SIP,2829,Punjab,Amritsar,B30,46-55,Female,36.8,UPI,Verified,True
INV001027,2024-10-27,148567,SIP,1821,West Bengal,Kolkata,T30,46-55,Female,62.7,Mandate,Verified,True
INV000652,2024-10-28,120844,SIP,560,Delhi,Gurugram,T30,26-35,Male,8.0,Cheque,Verified,True
INV003310,2024-10-28,120503,,37742,Telangana,Hyderabad,T30,26-35,Male,8.0,Net Banking,Verified,True
INV003712,2024-10-28,119095,,497490,Maharashtra,Pune,T30,46-55,Male,82.6,UPI,Verified,True
INV000297,2024-10-28,148569,SIP,5130,Gujarat,Ahmedabad,T30,26-35,Male,13.0,UPI,Verified,True
INV002237,2024-10-28,120505,SIP,477,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Cheque,Verified,True
INV001624,2024-10-28,119551,SIP,4551,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Net Banking,Verified,True
INV000658,2024-10-28,101206,,175423,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Net Banking,Verified,True
INV001908,2024-10-28,101208,SIP,508,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Mandate,Verified,True
INV004866,2024-10-28,102885,,284697,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Cheque,Verified,True
INV004507,2024-10-28,120507,SIP,2116,West Bengal,Kolkata,T30,18-25,Female,6.4,Net Banking,Verified,True
INV003663,2024-10-28,119120,,430524,Delhi,Gurugram,T30,26-35,Female,19.0,UPI,Verified,True
INV000374,2024-10-28,120505,,307887,West Bengal,Kolkata,T30,18-25,Female,4.1,Cheque,Verified,True
INV003215,2024-10-28,120842,,99754,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,Verified,True
INV002554,2024-10-28,101207,SIP,5595,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Net Banking,Verified,True
INV004807,2024-10-28,119120,SIP,463,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Verified,True
INV004811,2024-10-28,125498,SIP,2832,Punjab,Amritsar,B30,26-35,Female,9.4,Cheque,Verified,True
INV002087,2024-10-28,119120,SIP,5175,Delhi,Gurugram,T30,26-35,Male,24.8,Cheque,Verified,True
INV003109,2024-10-28,125497,,114402,Delhi,Gurugram,T30,26-35,Male,22.8,Cheque,Verified,True
INV000725,2024-10-28,101207,SIP,29167,Telangana,Hyderabad,T30,18-25,Male,6.9,Net Banking,Verified,True
INV001554,2024-10-28,149323,SIP,5439,West Bengal,Kolkata,T30,18-25,Female,7.2,Net Banking,Verified,True
INV001019,2024-10-28,120505,SIP,4965,Madhya Pradesh,Indore,T30,26-35,Male,10.6,UPI,Verified,True
INV002267,2024-10-28,120507,SIP,13867,Haryana,Faridabad,B30,18-25,Male,4.7,Cheque,Verified,True
INV000931,2024-10-28,119094,,276915,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,UPI,Verified,True
INV002267,2024-10-28,100033,,243749,Haryana,Faridabad,B30,18-25,Male,4.7,Cheque,Verified,True
INV000981,2024-10-28,101208,,261511,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,Pending,True
INV003421,2024-10-28,100033,,311324,Telangana,Hyderabad,T30,26-35,Male,12.4,Mandate,Pending,True
INV001612,2024-10-28,148569,SIP,1112,Haryana,Gurugram,T30,26-35,Female,12.0,UPI,Verified,True
INV001685,2024-10-28,120843,SIP,834,Punjab,Amritsar,B30,26-35,Male,14.5,Cheque,Verified,True
INV004179,2024-10-28,101206,,200852,Maharashtra,Pune,T30,26-35,Female,19.3,Mandate,Verified,True
INV000971,2024-10-28,120506,SIP,2411,Maharashtra,Mumbai,T30,36-45,Male,42.2,Net Banking,Verified,True
INV002689,2024-10-28,120841,SIP,58833,Madhya Pradesh,Bhopal,B30,26-35,Male,7.4,Mandate,Verified,True
INV004430,2024-10-28,119551,SIP,4815,Delhi,Noida,T30,56+,Male,26.4,Mandate,Verified,True
INV002523,2024-10-28,119598,SIP,1794,Telangana,Hyderabad,T30,46-55,Female,57.2,Net Banking,Verified,True
INV001591,2024-10-28,120505,,286717,Rajasthan,Jaipur,T30,56+,Male,28.1,UPI,Pending,True
INV003279,2024-10-28,102887,SIP,944,Rajasthan,Jaipur,T30,46-55,Female,19.4,UPI,Verified,True
INV002553,2024-10-28,119092,,382274,Gujarat,Ahmedabad,T30,36-45,Female,47.8,UPI,Verified,True
INV003534,2024-10-28,118633,,172184,Madhya Pradesh,Indore,T30,46-55,Male,75.7,Net Banking,Verified,True
INV003231,2024-10-28,101208,,359421,Haryana,Gurugram,T30,26-35,Male,9.1,UPI,Verified,True
INV004644,2024-10-28,125498,,148244,Maharashtra,Nashik,B30,36-45,Male,21.7,Net Banking,Verified,True
INV004153,2024-10-28,120843,SIP,1053,Uttar Pradesh,Agra,B30,46-55,Male,96.3,Cheque,Verified,True
INV003296,2024-10-28,148567,,96166,Haryana,Gurugram,T30,26-35,Female,11.3,Mandate,Verified,True
INV002873,2024-10-28,101208,SIP,45927,Haryana,Gurugram,T30,18-25,Male,5.9,UPI,Verified,True
INV001192,2024-10-28,100033,SIP,48350,Telangana,Hyderabad,T30,26-35,Male,8.1,UPI,Verified,True
INV002607,2024-10-28,120507,SIP,14066,Rajasthan,Udaipur,B30,36-45,Male,57.5,UPI,Verified,True
INV002039,2024-10-28,120842,SIP,23616,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,UPI,Verified,True
INV001468,2024-10-28,118635,,499352,Tamil Nadu,Chennai,T30,26-35,Female,19.4,Net Banking,Verified,True
INV002327,2024-10-28,148568,SIP,3288,Punjab,Amritsar,B30,26-35,Male,7.0,Mandate,Pending,True
INV000944,2024-10-28,119552,,72932,Haryana,Faridabad,B30,36-45,Female,16.9,UPI,Verified,True
INV000750,2024-10-28,148568,SIP,445,Delhi,New Delhi,T30,26-35,Male,20.9,Cheque,Verified,True
INV004490,2024-10-28,119092,,226634,Madhya Pradesh,Indore,T30,18-25,Female,3.9,Mandate,Verified,True
INV002329,2024-10-28,119092,,357852,Madhya Pradesh,Indore,T30,56+,Male,51.2,UPI,Verified,True
INV004818,2024-10-29,120507,,5789,Maharashtra,Pune,T30,26-35,Male,23.5,Cheque,Verified,True
INV001834,2024-10-29,148567,SIP,9292,Gujarat,Ahmedabad,T30,26-35,Male,11.4,Net Banking,Pending,True
INV002315,2024-10-29,118636,,80165,Haryana,Faridabad,B30,18-25,Male,6.4,UPI,Verified,True
INV001187,2024-10-29,148569,SIP,4672,West Bengal,Kolkata,T30,26-35,Female,24.3,Net Banking,Verified,True
INV001757,2024-10-29,149322,SIP,543,Telangana,Hyderabad,T30,46-55,Male,87.3,Cheque,Verified,True
INV003518,2024-10-29,102887,,559333,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,UPI,Verified,True
INV000604,2024-10-29,119092,,390845,Karnataka,Bangalore,T30,26-35,Male,9.5,UPI,Verified,True
INV001874,2024-10-29,118634,SIP,1069,Telangana,Hyderabad,T30,36-45,Male,21.3,Net Banking,Verified,True
INV003304,2024-10-29,120506,SIP,2968,Telangana,Hyderabad,T30,18-25,Female,4.8,UPI,Verified,True
INV004094,2024-10-29,119092,SIP,2094,Haryana,Faridabad,B30,26-35,Female,10.0,Net Banking,Verified,True
INV003796,2024-10-29,120842,SIP,17525,Delhi,Noida,T30,26-35,Male,19.1,Cheque,Verified,True
INV001635,2024-10-29,101206,,167385,Tamil Nadu,Chennai,T30,26-35,Male,18.6,Cheque,Verified,True
INV003237,2024-10-29,125498,SIP,438,Delhi,Gurugram,T30,46-55,Male,66.7,UPI,Pending,True
INV001096,2024-10-29,102885,,149253,Punjab,Chandigarh,T30,26-35,Male,24.5,Net Banking,Verified,True
INV001804,2024-10-29,100025,SIP,25276,Punjab,Amritsar,B30,26-35,Male,20.1,UPI,Verified,True
INV004051,2024-10-29,102886,,18764,Rajasthan,Udaipur,B30,36-45,Female,28.8,Mandate,Verified,True
INV004179,2024-10-29,119599,,451182,Maharashtra,Pune,T30,26-35,Female,19.3,UPI,Verified,True
INV004184,2024-10-29,120505,SIP,542,Karnataka,Bangalore,T30,26-35,Male,9.9,Net Banking,Verified,True
INV002804,2024-10-29,101208,,66316,Madhya Pradesh,Indore,T30,36-45,Male,39.9,UPI,Verified,True
INV004328,2024-10-29,119120,SIP,23395,Telangana,Hyderabad,T30,26-35,Female,12.8,Mandate,Verified,True
INV001774,2024-10-29,119599,,345058,Maharashtra,Nashik,B30,56+,Male,32.0,UPI,Verified,True
INV000611,2024-10-29,102885,,76999,Uttar Pradesh,Agra,B30,26-35,Male,11.4,Net Banking,Verified,True
INV002755,2024-10-29,119598,SIP,13259,Delhi,New Delhi,T30,36-45,Female,32.4,Net Banking,Verified,True
INV001575,2024-10-29,102885,SIP,24496,Karnataka,Bangalore,T30,26-35,Male,12.0,Cheque,Verified,True
INV000200,2024-10-29,118634,SIP,2771,Rajasthan,Udaipur,B30,18-25,Male,4.0,Mandate,Verified,True
INV001805,2024-10-29,119095,SIP,55941,Gujarat,Ahmedabad,T30,36-45,Male,44.9,Cheque,Verified,True
INV003793,2024-10-29,120505,SIP,586,Delhi,New Delhi,T30,46-55,Male,94.3,UPI,Verified,True
INV001891,2024-10-29,119094,,386324,West Bengal,Kolkata,T30,26-35,Male,22.2,UPI,Verified,True
INV001711,2024-10-29,120842,SIP,2215,Madhya Pradesh,Bhopal,B30,46-55,Male,99.0,Cheque,Verified,True
INV000725,2024-10-29,120506,,141299,Telangana,Hyderabad,T30,18-25,Male,6.9,Net Banking,Pending,True
INV001790,2024-10-29,119552,,454853,Punjab,Chandigarh,T30,46-55,Male,15.8,Cheque,Verified,True
INV004635,2024-10-29,120842,SIP,968,Punjab,Chandigarh,T30,18-25,Male,4.4,Mandate,Verified,True
INV003645,2024-10-29,101206,,205320,Punjab,Amritsar,B30,26-35,Male,13.4,Mandate,Verified,True
INV001020,2024-10-29,118636,,14519,Maharashtra,Mumbai,T30,26-35,Female,13.5,Mandate,Verified,True
INV001036,2024-10-29,119598,SIP,1909,Punjab,Chandigarh,T30,46-55,Female,40.5,Mandate,Verified,True
INV004935,2024-10-29,118634,,568734,Telangana,Hyderabad,T30,56+,Female,44.7,UPI,Pending,True
INV000718,2024-10-29,125498,SIP,20633,Delhi,Gurugram,T30,26-35,Male,10.8,Net Banking,Verified,True
INV002338,2024-10-29,148567,SIP,521,Delhi,New Delhi,T30,26-35,Male,23.6,Mandate,Verified,True
INV002322,2024-10-29,120842,SIP,10515,Tamil Nadu,Chennai,T30,18-25,Male,3.3,UPI,Verified,True
INV004584,2024-10-29,149324,SIP,11516,Uttar Pradesh,Kanpur,B30,56+,Male,47.5,Mandate,Verified,True
INV003273,2024-10-29,118633,,143693,Haryana,Faridabad,B30,36-45,Male,18.3,Cheque,Verified,True
INV001221,2024-10-29,148567,SIP,5334,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,Verified,True
INV000034,2024-10-29,149322,,55363,Punjab,Chandigarh,T30,26-35,Male,24.5,Net Banking,Verified,True
INV002069,2024-10-29,118632,SIP,1860,West Bengal,Kolkata,T30,46-55,Male,59.0,Net Banking,Verified,True
INV002412,2024-10-29,118632,SIP,3365,Karnataka,Bangalore,T30,26-35,Male,11.4,Net Banking,Verified,True
INV000216,2024-10-29,120505,SIP,2177,Karnataka,Mysore,B30,26-35,Male,21.9,Mandate,Verified,True
INV000067,2024-10-29,118633,SIP,538,Delhi,Gurugram,T30,36-45,Male,19.7,Net Banking,Verified,True
INV000567,2024-10-29,120507,SIP,5919,Delhi,New Delhi,T30,26-35,Male,9.1,Mandate,Verified,True
INV002219,2024-10-29,120504,,350160,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified,True
INV001212,2024-10-29,100025,SIP,1039,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Cheque,Pending,True
INV001295,2024-10-29,118636,SIP,2900,Madhya Pradesh,Indore,T30,36-45,Male,30.8,UPI,Verified,True
INV003441,2024-10-29,118633,SIP,7715,West Bengal,Kolkata,T30,26-35,Male,13.5,Cheque,Verified,True
INV004911,2024-10-29,118636,,154638,West Bengal,Kolkata,T30,26-35,Female,9.4,Cheque,Verified,True
INV001728,2024-10-29,102887,SIP,459,Karnataka,Bangalore,T30,26-35,Male,17.0,Net Banking,Verified,True
INV004841,2024-10-29,125498,,66585,West Bengal,Kolkata,T30,26-35,Male,21.4,Mandate,Pending,True
INV001524,2024-10-29,125498,SIP,53007,Madhya Pradesh,Bhopal,B30,26-35,Male,7.7,Net Banking,Verified,True
INV001645,2024-10-29,148567,SIP,1172,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,Cheque,Verified,True
INV002698,2024-10-29,102885,SIP,10832,Maharashtra,Pune,T30,26-35,Male,20.9,Cheque,Verified,True
INV000032,2024-10-29,148568,,335798,Delhi,Noida,T30,36-45,Male,21.8,Net Banking,Verified,True
INV004908,2024-10-29,119092,SIP,16329,Rajasthan,Jaipur,T30,18-25,Male,6.1,Mandate,Verified,True
INV000009,2024-10-29,148569,SIP,3591,Haryana,Gurugram,T30,26-35,Male,17.1,UPI,Pending,True
INV003694,2024-10-29,149322,SIP,890,Madhya Pradesh,Bhopal,B30,26-35,Female,24.1,UPI,Verified,True
INV003902,2024-10-29,119598,SIP,21642,Karnataka,Mysore,B30,26-35,Male,23.1,Cheque,Verified,True
INV000636,2024-10-30,119094,SIP,579,Delhi,Noida,T30,46-55,Male,79.6,Net Banking,Verified,True
INV002725,2024-10-30,119599,,30911,Rajasthan,Udaipur,B30,46-55,Female,49.2,Mandate,Verified,True
INV001510,2024-10-30,120844,,381608,Gujarat,Surat,T30,26-35,Male,15.4,Cheque,Verified,True
INV004807,2024-10-30,120506,SIP,8113,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Verified,True
INV003892,2024-10-30,149323,SIP,2672,Punjab,Amritsar,B30,46-55,Male,24.4,Net Banking,Pending,True
INV004386,2024-10-30,120507,,42141,Tamil Nadu,Coimbatore,B30,18-25,Male,5.5,UPI,Verified,True
INV002675,2024-10-30,118635,,204221,Uttar Pradesh,Agra,B30,36-45,Male,17.9,Cheque,Verified,True
INV001410,2024-10-30,100016,,73108,Maharashtra,Mumbai,T30,46-55,Male,26.5,Cheque,Pending,True
INV000463,2024-10-30,119093,SIP,5556,Gujarat,Ahmedabad,T30,26-35,Male,8.9,Net Banking,Verified,True
INV004935,2024-10-30,118632,SIP,488,Telangana,Hyderabad,T30,56+,Female,44.7,Net Banking,Verified,True
INV002673,2024-10-30,120506,SIP,543,Maharashtra,Mumbai,T30,26-35,Male,14.2,UPI,Pending,True
INV003024,2024-10-30,118634,,504698,Maharashtra,Pune,T30,36-45,Female,43.1,Cheque,Verified,True
INV001599,2024-10-30,118634,SIP,15423,Haryana,Faridabad,B30,36-45,Female,31.0,Net Banking,Verified,True
INV000221,2024-10-30,149323,,133210,Uttar Pradesh,Agra,B30,36-45,Female,46.2,UPI,Verified,True
INV002891,2024-10-30,100033,,166143,Haryana,Faridabad,B30,36-45,Female,56.5,Net Banking,Verified,True
INV003297,2024-10-30,119552,SIP,9318,Madhya Pradesh,Bhopal,B30,36-45,Female,16.3,Net Banking,Verified,True
INV002052,2024-10-30,118632,SIP,48218,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Cheque,Verified,True
INV001497,2024-10-30,102887,SIP,10764,Maharashtra,Mumbai,T30,36-45,Male,56.8,UPI,Verified,True
INV004412,2024-10-30,119094,SIP,2925,Punjab,Amritsar,B30,26-35,Female,21.6,Net Banking,Verified,True
INV001591,2024-10-30,148569,,216343,Rajasthan,Jaipur,T30,56+,Male,28.1,Cheque,Verified,True
INV002205,2024-10-30,149324,,231933,Gujarat,Surat,T30,26-35,Female,10.9,Mandate,Verified,True
INV002391,2024-10-30,118632,SIP,11209,Madhya Pradesh,Bhopal,B30,18-25,Female,7.9,Mandate,Verified,True
INV004598,2024-10-30,118633,SIP,40552,Tamil Nadu,Chennai,T30,46-55,Male,60.5,Net Banking,Verified,True
INV004461,2024-10-30,118636,,153805,Tamil Nadu,Chennai,T30,46-55,Male,80.3,Cheque,Verified,True
INV002706,2024-10-30,120841,,124131,Haryana,Faridabad,B30,46-55,Female,22.8,UPI,Verified,True
INV002138,2024-10-30,148568,SIP,3335,Karnataka,Bangalore,T30,46-55,Female,78.2,Mandate,Verified,True
INV004161,2024-10-30,149323,SIP,508,Telangana,Hyderabad,T30,46-55,Male,94.7,UPI,Verified,True
INV001227,2024-10-30,101207,SIP,9469,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,UPI,Verified,True
INV000296,2024-10-30,148569,,512627,Madhya Pradesh,Indore,T30,26-35,Male,16.7,Cheque,Verified,True
INV003120,2024-10-30,120844,,142843,Punjab,Amritsar,B30,26-35,Male,19.1,UPI,Verified,True
INV002430,2024-10-30,120505,SIP,9270,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,UPI,Verified,True
INV004958,2024-10-30,120844,,232148,Maharashtra,Mumbai,T30,36-45,Male,20.9,Mandate,Verified,True
INV004112,2024-10-30,100025,SIP,1763,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,UPI,Verified,True
INV004441,2024-10-30,149322,SIP,54710,Uttar Pradesh,Lucknow,T30,26-35,Male,24.0,UPI,Verified,True
INV004367,2024-10-30,119551,SIP,27950,Karnataka,Mysore,B30,26-35,Female,8.3,Mandate,Verified,True
INV000153,2024-10-30,149324,SIP,1899,Karnataka,Mysore,B30,26-35,Male,14.1,Net Banking,Verified,True
INV000255,2024-10-30,120841,,107591,Haryana,Gurugram,T30,26-35,Female,19.9,Cheque,Verified,True
INV001096,2024-10-30,118635,SIP,507,Punjab,Chandigarh,T30,26-35,Male,24.5,Cheque,Verified,True
INV000240,2024-10-30,120507,SIP,2145,West Bengal,Kolkata,T30,26-35,Female,6.8,Net Banking,Pending,True
INV003254,2024-10-30,118632,SIP,55408,Uttar Pradesh,Lucknow,T30,26-35,Male,9.5,Cheque,Verified,True
INV004271,2024-10-30,119551,SIP,4447,Maharashtra,Mumbai,T30,18-25,Male,3.2,Net Banking,Verified,True
INV002249,2024-10-30,120503,,182452,Karnataka,Bangalore,T30,36-45,Male,19.6,Cheque,Verified,True
INV002642,2024-10-30,118636,SIP,49985,Haryana,Gurugram,T30,46-55,Female,48.8,Net Banking,Verified,True
INV002840,2024-10-30,101207,SIP,14108,Gujarat,Surat,T30,26-35,Female,12.0,Net Banking,Pending,True
INV000664,2024-10-30,148569,,153384,West Bengal,Kolkata,T30,26-35,Male,21.1,Cheque,Verified,True
INV002098,2024-10-30,119092,SIP,807,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Cheque,Verified,True
INV004336,2024-10-30,118634,,118595,West Bengal,Kolkata,T30,46-55,Female,35.0,Mandate,Verified,True
INV004833,2024-10-30,149323,SIP,12685,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Mandate,Verified,True
INV001806,2024-10-30,100025,SIP,16150,Telangana,Hyderabad,T30,36-45,Male,32.6,Mandate,Verified,True
INV001374,2024-10-30,100016,,144366,Madhya Pradesh,Indore,T30,36-45,Male,14.2,Mandate,Verified,True
INV004314,2024-10-30,118632,SIP,2395,Haryana,Gurugram,T30,26-35,Male,19.2,Mandate,Verified,True
INV000926,2024-10-30,119120,SIP,14393,Delhi,New Delhi,T30,36-45,Male,46.1,Mandate,Verified,True
INV001883,2024-10-30,118633,SIP,6817,Maharashtra,Pune,T30,46-55,Male,69.3,Mandate,Verified,True
INV002343,2024-10-30,100033,SIP,8499,Punjab,Amritsar,B30,26-35,Male,22.1,Net Banking,Verified,True
INV002985,2024-10-30,148568,,125612,Gujarat,Ahmedabad,T30,36-45,Male,26.4,Cheque,Verified,True
INV003723,2024-10-30,119093,SIP,2247,Tamil Nadu,Chennai,T30,26-35,Female,10.9,UPI,Verified,True
INV004822,2024-10-30,118634,,409712,Rajasthan,Udaipur,B30,26-35,Male,14.8,Net Banking,Verified,True
INV003566,2024-10-30,120843,,21985,Tamil Nadu,Coimbatore,B30,26-35,Male,8.7,Mandate,Verified,True
INV001549,2024-10-30,118636,,51361,Haryana,Gurugram,T30,36-45,Male,19.5,UPI,Verified,True
INV002448,2024-10-30,148567,SIP,4296,Madhya Pradesh,Bhopal,B30,26-35,Male,24.7,Cheque,Verified,True
INV000545,2024-10-30,120507,SIP,15883,Telangana,Hyderabad,T30,26-35,Male,23.6,Net Banking,Verified,True
INV001771,2024-10-30,148567,,422978,Gujarat,Surat,T30,46-55,Male,85.9,Mandate,Verified,True
INV003922,2024-10-30,149323,,380836,Tamil Nadu,Chennai,T30,56+,Male,59.9,Cheque,Verified,True
INV001363,2024-10-30,119551,SIP,17628,Karnataka,Mysore,B30,56+,Male,29.4,Mandate,Verified,True
INV004740,2024-10-30,148569,SIP,569,Tamil Nadu,Chennai,T30,56+,Male,43.4,Net Banking,Verified,True
INV004453,2024-10-30,120506,,572610,Telangana,Hyderabad,T30,36-45,Male,14.3,Mandate,Verified,True
INV003392,2024-10-30,120506,SIP,27643,West Bengal,Kolkata,T30,56+,Male,16.5,Cheque,Verified,True
INV001478,2024-10-30,148567,SIP,2956,Maharashtra,Mumbai,T30,36-45,Male,24.2,Net Banking,Verified,True
INV004901,2024-10-30,120844,SIP,59469,Haryana,Gurugram,T30,26-35,Female,10.8,Mandate,Verified,True
INV004831,2024-10-31,100016,SIP,839,Maharashtra,Mumbai,T30,18-25,Female,5.9,Mandate,Verified,True
INV002881,2024-10-31,125498,SIP,941,Uttar Pradesh,Agra,B30,26-35,Female,11.4,UPI,Verified,True
INV003757,2024-10-31,119094,SIP,926,Uttar Pradesh,Agra,B30,18-25,Male,3.7,Cheque,Verified,True
INV002779,2024-10-31,100033,,214139,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,Cheque,Verified,True
INV004741,2024-10-31,120841,,451219,Telangana,Hyderabad,T30,26-35,Female,24.9,Mandate,Verified,True
INV004816,2024-10-31,118635,,394749,Karnataka,Bangalore,T30,18-25,Male,4.1,Net Banking,Verified,True
INV002326,2024-10-31,100016,SIP,851,Telangana,Hyderabad,T30,36-45,Female,33.2,Net Banking,Verified,True
INV002409,2024-10-31,102887,SIP,2166,Punjab,Amritsar,B30,18-25,Female,4.9,Mandate,Verified,True
INV000808,2024-10-31,100025,SIP,522,Punjab,Chandigarh,T30,36-45,Male,34.9,Cheque,Verified,True
INV000569,2024-10-31,149324,,544742,Madhya Pradesh,Indore,T30,26-35,Male,8.0,Mandate,Verified,True
INV000128,2024-10-31,119093,SIP,8630,Rajasthan,Jaipur,T30,36-45,Female,50.9,Mandate,Verified,True
